Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053469	PA14_70270	WP_016254361.1	phosphomannomutase AlgC	59275	Pseudomonas aeruginosa LESB58	218894425	PLES_57171	WP_010792971.1	phosphomannomutase AlgC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053470	PA14_70280	WP_003096572.1	acetylglutamate kinase	59275	Pseudomonas aeruginosa LESB58	218894426	PLES_57181	WP_003096572.1	acetylglutamate kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053471	PA14_70290	WP_003098298.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894427	PLES_57191	WP_003114360.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053472	PA14_70300	WP_003142004.1	putative enzyme	59275	Pseudomonas aeruginosa LESB58	218894428	PLES_57201	WP_003114361.1	putative enzyme				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053473	PA14_70310	WP_016254360.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894429	PLES_57211	WP_024082668.1	putative amino acid aldolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053474	PA14_70330	WP_003096579.1	putative oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218894430	PLES_57221	WP_024082669.1	putative oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053475	PA14_70340	WP_003142009.1	putative cytochrome c(mono-heme type)	59275	Pseudomonas aeruginosa LESB58	218894431	PLES_57231	WP_003098306.1	putative cytochrome c(mono-heme type)				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053476	PA14_70350	WP_003096582.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894432	PLES_57241	WP_003098308.1	putative thioesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053477	PA14_70360	WP_003136264.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894433	PLES_57251	WP_003161150.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053478	PA14_70370	WP_003096586.1	orotate phosphoribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218894434	PLES_57261	WP_012614685.1	orotate phosphoribosyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053479	PA14_70390	WP_003098313.1	catabolite repression control protein	59275	Pseudomonas aeruginosa LESB58	218894435	PLES_57271	WP_003098313.1	catabolite repression control protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053480	PA14_70400	WP_003096590.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894436	PLES_57281	WP_003096590.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053481	PA14_70420	WP_003096595.1	ribonuclease PH	59275	Pseudomonas aeruginosa LESB58	218894437	PLES_57291	WP_003096595.1	ribonuclease PH				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053482	PA14_70430	WP_003096599.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894438	PLES_57301	WP_003096599.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053483	PA14_70440	WP_003098317.1	guanylate kinase	59275	Pseudomonas aeruginosa LESB58	218894439	PLES_57311	WP_003098317.1	guanylate kinase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053484	PA14_70450	WP_003096602.1	DNA-directed RNA polymerase subunit omega	59275	Pseudomonas aeruginosa LESB58	218894440	PLES_57321	WP_003096602.1	DNA-directed RNA polymerase subunit omega				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053485	PA14_70470	WP_003096603.1	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	59275	Pseudomonas aeruginosa LESB58	218894441	PLES_57331	WP_003096603.1	guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053486	PA14_70480	WP_003096609.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894442	PLES_57341	WP_003096609.1	putative endoribonuclease L-PSP				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053487	PA14_70490	WP_003142013.1	putative lipoprotein	59275	Pseudomonas aeruginosa LESB58	218894443	PLES_57351	WP_003096611.1	putative lipoprotein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053488	PA14_70510	WP_003096613.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894444	PLES_57361	WP_012614686.1	putative threonine efflux protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053489	PA14_70530	WP_003096615.1	AraC family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894445	PLES_57371	WP_003114367.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053490	PA14_70550	WP_003096618.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894446	PLES_57381	WP_003121310.1	putative epimerase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053491	PA14_70560	WP_003096622.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894447	PLES_57391	WP_003096622.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053492	PA14_70570	WP_003096624.1	ATP-dependent DNA helicase RecG	59275	Pseudomonas aeruginosa LESB58	218894448	PLES_57401	WP_003096624.1	ATP-dependent DNA helicase RecG				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053493	PA14_70580	WP_003142017.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894449	PLES_57411	WP_003098324.1	SadB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053494	PA14_70590	WP_003096629.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894450	PLES_57421	WP_003096629.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053495	PA14_70600	WP_003096630.1	HU family DNA-binding protein	59275	Pseudomonas aeruginosa LESB58	218894451	PLES_57431	WP_003096630.1	putative DNA-binding protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053496	PA14_70620	WP_003114369.1	putative rubredoxin reductase	59275	Pseudomonas aeruginosa LESB58	218894452	PLES_57441	WP_003114369.1	putative rubredoxin reductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053497	PA14_70630	WP_003098329.1	rubredoxin 2	59275	Pseudomonas aeruginosa LESB58	218894453	PLES_57451	WP_003098329.1	Rubredoxin 2				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053498	PA14_70640	WP_003098330.1	rubredoxin 1	59275	Pseudomonas aeruginosa LESB58	218894454	PLES_57461	WP_003098330.1	Rubredoxin 1				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053499	PA14_70650	WP_003098332.1	putative GlcG protein	59275	Pseudomonas aeruginosa LESB58	218894455	PLES_57471	WP_003098332.1	putative GlcG protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053500	PA14_70670	WP_003142021.1	glycolate oxidase iron-sulfur subunit	59275	Pseudomonas aeruginosa LESB58	218894456	PLES_57481	WP_012614687.1	glycolate oxidase iron-sulfur subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053501	PA14_70680	WP_003142023.1	glycolate oxidase FAD binding subunit	59275	Pseudomonas aeruginosa LESB58	218894457	PLES_57491	WP_003136272.1	glycolate oxidase FAD binding subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053502	PA14_70690	WP_003136273.1	glycolate oxidase subunit GlcD	59275	Pseudomonas aeruginosa LESB58	218894458	PLES_57501	WP_012614688.1	glycolate oxidase subunit GlcD				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053503	PA14_70710	WP_003142026.1	DNA-binding transcriptional regulator GlcC	59275	Pseudomonas aeruginosa LESB58	218894459	PLES_57511	WP_012614689.1	DNA-binding transcriptional regulator GlcC				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053504	PA14_70720	WP_003096645.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894460	PLES_57521	WP_003114374.1	chorismate-pyruvate lyase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053505	PA14_70730	WP_003142027.1	4-hydroxybenzoate octaprenyltransferase	59275	Pseudomonas aeruginosa LESB58	218894461	PLES_57531	WP_003104612.1	4-hydroxybenzoate octaprenyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053506	PA14_70740	WP_003096652.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894462	PLES_57541	WP_003096652.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053507	PA14_70750	WP_003096653.1	two-component response regulator PhoB	59275	Pseudomonas aeruginosa LESB58	218894463	PLES_57551	WP_003096653.1	two-component response regulator PhoB				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053508	PA14_70760	WP_003136283.1	two-component sensor PhoR	59275	Pseudomonas aeruginosa LESB58	218894464	PLES_57561	WP_012614690.1	two-component sensor PhoR				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053509	PA14_70770	WP_003096655.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894465	PLES_57571	WP_003096655.1	putative metal ion transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053510	PA14_70780	WP_003142029.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894466	PLES_57581	WP_003096656.1	putative peptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053511	PA14_70790	WP_003096657.1	putative two-component response regulator	59275	Pseudomonas aeruginosa LESB58	218894467	PLES_57591	WP_003096657.1	putative two-component response regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053512	PA14_70800	WP_003142030.1	phosphate uptake regulatory protein PhoU	59275	Pseudomonas aeruginosa LESB58	218894468	PLES_57601	WP_003096661.1	phosphate uptake regulatory protein PhoU				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053513	PA14_70810	WP_003096663.1	phosphate transporter ATP-binding protein	59275	Pseudomonas aeruginosa LESB58	218894469	PLES_57611	WP_003096663.1	phosphate transporter ATP-binding protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053514	PA14_70830	WP_003096667.1	phosphate ABC transporter, permease protein	59275	Pseudomonas aeruginosa LESB58	218894470	PLES_57621	WP_003104620.1	membrane protein component of ABC phosphate transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053515	PA14_70850	WP_003096670.1	membrane protein component of ABC phosphate transporter	59275	Pseudomonas aeruginosa LESB58	218894471	PLES_57631	WP_024082672.1	membrane protein component of ABC phosphate transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053516	PA14_70860	WP_003096673.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894472	PLES_57641	WP_003096673.1	phosphate ABC transporter, periplasmic phosphate-binding protein, PstS				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053517	PA14_70920	WP_003096675.1	major facilitator transporter	59275	Pseudomonas aeruginosa LESB58	218894473	PLES_57651	WP_003104851.1	putative major facilitator superfamily (MFS) transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053518	PA14_70930	WP_003096677.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894474	PLES_57661	WP_003096677.1	putative long-chain acyl-CoA thioester hydrolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053519	PA14_70940	WP_003142051.1	choline dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894475	PLES_57671	WP_003104848.1	choline dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053520	PA14_70950	WP_003142054.1	betaine aldehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894476	PLES_57681	WP_003114436.1	betaine aldehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053521	PA14_70970	WP_003096684.1	transcriptional regulator BetI	59275	Pseudomonas aeruginosa LESB58	218894477	PLES_57691	WP_003096684.1	transcriptional regulator BetI				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053522	PA14_70980	WP_003142056.1	choline transporter BetT	59275	Pseudomonas aeruginosa LESB58	218894478	PLES_57701	WP_003104844.1	choline transporter BetT				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053523	PA14_71000	WP_003096690.1	putative lycine betaine/L-proline ABC transporter, ATP-binding subunit	59275	Pseudomonas aeruginosa LESB58	218894479	PLES_57711	WP_003096690.1	putative ATP-binding component of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053524	PA14_71020	WP_003096692.1	putative BC-type proline/glycine betaine transport system, permease component	59275	Pseudomonas aeruginosa LESB58	218894480	PLES_57721	WP_003096692.1	putative permease of ABC transporter				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053525	PA14_71030	WP_003104841.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894481	PLES_57731	WP_003104841.1	putative glycine betaine/L-proline ABC transporter, periplasmic component				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053526	PA14_71060	WP_003136285.1	L-serine dehydratase	59275	Pseudomonas aeruginosa LESB58	218894483	PLES_57751	WP_003111339.1	L-serine dehydratase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053527	PA14_71070	WP_003096699.1	AraC family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894484	PLES_57761	WP_003096699.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053528	PA14_71080	WP_003096701.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894485	PLES_57771	WP_003096701.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053529	PA14_71090	WP_003142060.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894486	PLES_57781	WP_003104838.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053530	PA14_71100	WP_003142062.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894487	PLES_57791	WP_012614692.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053531	PA14_71110	WP_003115631.1	putative lipolytic enzyme	59275	Pseudomonas aeruginosa LESB58	218894488	PLES_57801	WP_003115631.1	putative lipolytic enzyme				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053532	PA14_71120	WP_003142064.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894489	PLES_57811	WP_012614693.1	putative thioesterase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053533	PA14_71140	WP_003096713.1	3-hydroxybutyryl-CoA dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894490	PLES_57821	WP_003106031.1	3-hydroxybutyryl-CoA dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053534	PA14_71150	WP_003142066.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894491	PLES_57831	WP_003096716.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053535	PA14_71160	WP_003096718.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894492	PLES_57841	WP_003096718.1	putative glycine betaine/L-proline ABC transporter, periplasmic substrate-binding protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053536	PA14_71170	WP_003096721.1	AraC family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894493	PLES_57851	WP_012614694.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053537	PA14_71180	WP_003121330.1	acetylornithine deacetylase	59275	Pseudomonas aeruginosa LESB58	218894494	PLES_57861	WP_003121330.1	acetylornithine deacetylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053538	PA14_71190	WP_003096726.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894495	PLES_57871	WP_003106037.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053539	PA14_71200	WP_003096732.1	YjgF family translation initiation inhibitor	59275	Pseudomonas aeruginosa LESB58	218894496	PLES_57881	WP_003096732.1	putative translation initiation inhibitor, yjgF family				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053540	PA14_71210	WP_031628053.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894497	PLES_57891	WP_031754317.1	putative monooxygenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053541	PA14_71220	WP_003106040.1	cardiolipin synthetase	59275	Pseudomonas aeruginosa LESB58	218894498	PLES_57901	WP_003106040.1	cardiolipin synthetase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053542	PA14_71230	WP_003106041.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894499	PLES_57911	WP_003106041.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053543	PA14_71240	WP_003106042.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894500	PLES_57921	WP_003106042.1	putative dipeptidase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053544	PA14_71250	WP_003107282.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894501	PLES_57931	WP_003107282.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053545	PA14_71260	WP_003096745.1	putative FMN oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218894502	PLES_57941	WP_003107280.1	putative FMN oxidoreductase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053546	PA14_71280	WP_003096746.1	putative ferredoxin	59275	Pseudomonas aeruginosa LESB58	218894503	PLES_57951	WP_003107277.1	putative ferredoxin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053547	PA14_71300	WP_016254358.1	putative electron transfer flavoprotein alpha subunit	59275	Pseudomonas aeruginosa LESB58	218894504	PLES_57961	WP_003114448.1	putative electron transfer flavoprotein alpha subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053548	PA14_71310	WP_003105716.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894505	PLES_57971	WP_003105716.1	putative electron transfer flavoprotein, beta subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053549	PA14_71320	WP_003096751.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894506	PLES_57981	WP_003096751.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053550	PA14_71330	WP_003096753.1	putative transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894507	PLES_57991	WP_003096753.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053551	PA14_71340	WP_003142074.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894508	PLES_58001	WP_003105714.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053552	PA14_71350	WP_003142075.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894509	PLES_58011	WP_003105712.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053553	PA14_71360	WP_003105710.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894510	PLES_58021	WP_023115670.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053554	PA14_71370	WP_003105708.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894511	PLES_58031	WP_003105708.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053555	PA14_71380	WP_003096763.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894512	PLES_58041	WP_003096763.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053556	PA14_71390	WP_003096765.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894513	PLES_58051	WP_003096765.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053558	PA14_71410	WP_003142076.1	putative ring hydroxylating dioxygenase, alpha-subunit	59275	Pseudomonas aeruginosa LESB58	218894514	PLES_58061	WP_003096766.1	putative ring hydroxylating dioxygenase, alpha-subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053559	PA14_71420	WP_003096769.1	putative ferredoxin	59275	Pseudomonas aeruginosa LESB58	218894515	PLES_58071	WP_003096769.1	putative ferredoxin				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053561	PA14_71440	WP_003096773.1	low specificity l-threonine aldolase	59275	Pseudomonas aeruginosa LESB58	218894516	PLES_58081	WP_012614697.1	low specificity l-threonine aldolase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053562	PA14_71450	WP_003096775.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894517	PLES_58091	WP_003114452.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053563	PA14_71460	WP_003117183.1	serine hydroxymethyltransferase	59275	Pseudomonas aeruginosa LESB58	218894518	PLES_58101	WP_003117183.1	serine hydroxymethyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053564	PA14_71470	WP_003096779.1	sarcosine oxidase beta subunit	59275	Pseudomonas aeruginosa LESB58	218894519	PLES_58111	WP_003096779.1	sarcosine oxidase beta subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053565	PA14_71490	WP_003096781.1	sarcosine oxidase delta subunit	59275	Pseudomonas aeruginosa LESB58	218894520	PLES_58121	WP_003096781.1	sarcosine oxidase delta subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053566	PA14_71500	WP_003142077.1	sarcosine oxidase alpha subunit	59275	Pseudomonas aeruginosa LESB58	218894521	PLES_58131	WP_003117184.1	sarcosine oxidase alpha subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053567	PA14_71510	WP_003096784.1	sarcosine oxidase gamma subunit	59275	Pseudomonas aeruginosa LESB58	218894522	PLES_58141	WP_012614698.1	sarcosine oxidase gamma subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053568	PA14_71530	WP_003096786.1	formyltetrahydrofolate deformylase	59275	Pseudomonas aeruginosa LESB58	218894523	PLES_58151	WP_003096786.1	formyltetrahydrofolate deformylase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053569	PA14_71560	WP_003096788.1	glutathione-independent formaldehyde dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894524	PLES_58161	WP_003096788.1	glutathione-independent formaldehyde dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053570	PA14_71570	WP_003111452.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894525	PLES_58171	WP_003106307.1	putative aldose 1-epimerase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053571	PA14_71580	WP_003142080.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894526	PLES_58181	WP_003114096.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053572	PA14_71590	WP_003096795.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894527	PLES_58191	WP_003096795.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053573	PA14_71600	WP_003142082.1	phosphoribosylaminoimidazole carboxylase ATPase subunit	59275	Pseudomonas aeruginosa LESB58	218894528	PLES_58201	WP_003096798.1	phosphoribosylaminoimidazole carboxylase ATPase subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053574	PA14_71620	WP_003106314.1	phosphoribosylaminoimidazole carboxylase, catalytic subunit	59275	Pseudomonas aeruginosa LESB58	218894529	PLES_58211	WP_003106314.1	phosphoribosylaminoimidazole carboxylase, catalytic subunit				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053575	PA14_71630	WP_003142085.1	alcohol dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894530	PLES_58221	WP_003096816.1	alcohol dehydrogenase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053576	PA14_71640	WP_003122350.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894531	PLES_58231	WP_003096819.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053577	PA14_71650	WP_003096822.1	aspartate ammonia-lyase	59275	Pseudomonas aeruginosa LESB58	218894532	PLES_58241	WP_003096822.1	aspartate ammonia-lyase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053578	PA14_71670	WP_003106317.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218894533	PLES_58251	WP_003096826.1	hypothetical protein				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053579	PA14_71680	WP_003142087.1	GntR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894534	PLES_58261	WP_012614699.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053580	PA14_71690	WP_003142089.1	GNAT family acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218894535	PLES_58271	WP_003096834.1	putative acetyltransferase				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053581	PA14_71700	WP_003142091.1	GNAT family acetyltransferase	59275	Pseudomonas aeruginosa LESB58	218894536	PLES_58281	WP_003096837.1	putative acetyltransferase, GNAT family				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053582	PA14_71710	WP_003096841.1	tryptophan permease	59275	Pseudomonas aeruginosa LESB58	218894537	PLES_58291	WP_003096841.1	tryptophan permease				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053583	PA14_71720	WP_003142094.1	pyruvate carboxylase subunit B	59275	Pseudomonas aeruginosa LESB58	218894538	PLES_58301	WP_003105555.1	pyruvate carboxylase subunit B				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053584	PA14_71740	WP_003096848.1	pyruvate carboxylase subunit A	59275	Pseudomonas aeruginosa LESB58	218894539	PLES_58311	WP_003096848.1	pyruvate carboxylase subunit A				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053585	PA14_71750	WP_003142096.1	LysR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894540	PLES_58321	WP_003121355.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053587	PA14_71780	WP_003096857.1	RpiR family transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218894541	PLES_58331	WP_012614700.1	putative transcriptional regulator				
rbb	57977	Pseudomonas aeruginosa UCBPP-PA14	116053588	PA14_71800	WP_003096859.1	glucose-6-phosphate 1-dehydrogenase	59275	Pseudomonas aeruginosa LESB58	218894542	PLES_58341	WP_003096859.1	glucose-6-phosphate 1-dehydrogenase				
