Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15599832	PA4636	NP_253326.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893735	PLES_50231	WP_003099351.1	putative acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599835	PA4639	NP_253329.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893736	PLES_50251	WP_003094953.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599836	PA4640	NP_253330.1	malate:quinone oxidoreductase	59275	Pseudomonas aeruginosa LESB58	218893737	PLES_50261	WP_003099345.1	malate:quinone oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599837	PA4642	NP_253331.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893739	PLES_50281	WP_003099343.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599838	PA4643	NP_253332.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893740	PLES_50291	WP_012614557.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599839	PA4644	NP_253333.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893741	PLES_50301	WP_003094965.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599840	PA4645	NP_253334.1	hypoxanthine-guanine phosphoribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218893742	PLES_50311	WP_003094967.1	hypoxanthine-guanine phosphoribosyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599841	PA4646	NP_253335.1	uracil phosphoribosyltransferase	59275	Pseudomonas aeruginosa LESB58	218893743	PLES_50321	WP_003094968.1	uracil phosphoribosyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599842	PA4647	NP_253336.1	uracil permease	59275	Pseudomonas aeruginosa LESB58	218893744	PLES_50331	WP_003094970.1	uracil permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15599843	PA4648	NP_253337.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893745	PLES_50341	WP_003099340.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599844	PA4649	NP_253338.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893746	PLES_50351	WP_003094974.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599845	PA4650	NP_253339.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893747	PLES_50361	WP_031628084.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599846	PA4651	NP_253340.1	pili assembly chaperone	59275	Pseudomonas aeruginosa LESB58	218893748	PLES_50371	WP_010793771.1	putative pili assembly chaperone				
rbb	57945	Pseudomonas aeruginosa PAO1	15599847	PA4652	NP_253341.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893749	PLES_50381	WP_012614558.1	putative type 1 pili usher protein CsuD				
rbb	57945	Pseudomonas aeruginosa PAO1	15599848	PA4653	NP_253342.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893750	PLES_50391	WP_003117435.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599849	PA4654	NP_253343.1	major facilitator superfamily (MFS) transporter	59275	Pseudomonas aeruginosa LESB58	218893751	PLES_50401	WP_003099328.1	putative major facilitator superfamily (MFS) transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15599850	PA4655	NP_253344.1	ferrochelatase	59275	Pseudomonas aeruginosa LESB58	218893752	PLES_50411	WP_003099324.1	ferrochelatase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599851	PA4656	NP_253345.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893753	PLES_50421	WP_003114699.1	putative sugar nucleotide epimerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599852	PA4657	NP_253346.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893754	PLES_50431	WP_003457069.1	putative oxidoreductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599853	PA4658	NP_253347.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893755	PLES_50441	WP_003099314.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599854	PA4659	NP_253348.1	transcriptional regulator	59275	Pseudomonas aeruginosa LESB58	218893756	PLES_50451	WP_012614559.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599855	PA4660	NP_253349.1	deoxyribodipyrimidine photolyase	59275	Pseudomonas aeruginosa LESB58	218893757	PLES_50461	WP_012614560.1	deoxyribodipyrimidine photolyase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599856	PA4661	NP_253350.1	lipid A 3-O-deacylase	59275	Pseudomonas aeruginosa LESB58	218893758	PLES_50471	WP_012614561.1	Lipid A 3-O-deacylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599857	PA4662	NP_253351.1	glutamate racemase	59275	Pseudomonas aeruginosa LESB58	218893759	PLES_50481	WP_003099300.1	glutamate racemase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599858	PA4663	NP_253352.1	molybdopterin biosynthesis protein MoeB	59275	Pseudomonas aeruginosa LESB58	218893760	PLES_50491	WP_003099296.1	molybdopterin biosynthesis protein MoeB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599859	PA4664	NP_253353.1	methyl transferase	59275	Pseudomonas aeruginosa LESB58	218893761	PLES_50501	WP_003117429.1	putative methyl transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599860	PA4665	NP_253354.1	peptide chain release factor 1	59275	Pseudomonas aeruginosa LESB58	218893762	PLES_50511	WP_003099290.1	peptide chain release factor 1				
rbb	57945	Pseudomonas aeruginosa PAO1	15599861	PA4666	NP_253355.1	glutamyl-tRNA reductase	59275	Pseudomonas aeruginosa LESB58	218893763	PLES_50521	WP_003095001.1	glutamyl-tRNA reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599862	PA4667	NP_253356.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893764	PLES_50531	WP_003099286.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599863	PA4668	NP_253357.1	outer membrane lipoprotein LolB	59275	Pseudomonas aeruginosa LESB58	218893765	PLES_50541	WP_003095005.1	outer membrane lipoprotein LolB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599864	PA4669	NP_253358.1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	59275	Pseudomonas aeruginosa LESB58	218893766	PLES_50551	WP_003123430.1	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599865	PA4670	NP_253359.1	ribose-phosphate pyrophosphokinase	59275	Pseudomonas aeruginosa LESB58	218893767	PLES_50561	WP_003099281.1	ribose-phosphate pyrophosphokinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599866	PA4671	NP_253360.1	50S ribosomal protein L25/general stress protein Ctc	59275	Pseudomonas aeruginosa LESB58	218893768	PLES_50571	WP_003099279.1	50S ribosomal protein L25/general stress protein Ctc				
rbb	57945	Pseudomonas aeruginosa PAO1	15599867	PA4672	NP_253361.1	peptidyl-tRNA hydrolase	59275	Pseudomonas aeruginosa LESB58	218893769	PLES_50581	WP_003099278.1	peptidyl-tRNA hydrolase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599868	PA4673	NP_253362.1	GTP-dependent nucleic acid-binding protein EngD	59275	Pseudomonas aeruginosa LESB58	218893770	PLES_50591	WP_003099270.1	GTP-dependent nucleic acid-binding protein EngD				
rbb	57945	Pseudomonas aeruginosa PAO1	15599869	PA4674	NP_253363.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893771	PLES_50601	WP_003123432.1	putative virulence-associated protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599870	PA4675	NP_253364.1	TonB-dependent receptor	59275	Pseudomonas aeruginosa LESB58	218893772	PLES_50611	WP_003113525.1	putative TonB-dependent receptor				
rbb	57945	Pseudomonas aeruginosa PAO1	15599871	PA4676	NP_253365.1	carbonic anhydrase	59275	Pseudomonas aeruginosa LESB58	218893773	PLES_50621	WP_003095021.1	putative carbonic anhydrase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599872	PA4677	NP_253366.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893774	PLES_50631	WP_003113524.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599873	PA4678	NP_253367.1	peptide n-acetyltransferase RimI	59275	Pseudomonas aeruginosa LESB58	218893775	PLES_50641	WP_003095025.1	peptide n-acetyltransferase RimI				
rbb	57945	Pseudomonas aeruginosa PAO1	15599874	PA4679	NP_253368.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893776	PLES_50651	WP_003113523.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599875	PA4680	NP_253369.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893777	PLES_50661	WP_003141635.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599876	PA4681	NP_253370.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893778	PLES_50671	WP_003095031.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599877	PA4682	NP_253371.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893779	PLES_50681	WP_003106143.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599878	PA4683	NP_253372.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893780	PLES_50691	WP_003095035.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599879	PA4684	NP_253373.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893781	PLES_50701	WP_031627907.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599880	PA4685	NP_253374.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893782	PLES_50711	WP_003095041.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599881	PA4686	NP_253375.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893783	PLES_50721	WP_003106141.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599884	PA4689	NP_253378.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893784	PLES_50741	WP_003107435.1	paraquat-inducible protein B-like protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599885	PA4691	NP_253379.1	sulfite oxidase subunit YedZ	59275	Pseudomonas aeruginosa LESB58	218893786	PLES_50761	WP_003100143.1	putative sulfite oxidase subunit YedZ				
rbb	57945	Pseudomonas aeruginosa PAO1	15599886	PA4692	NP_253380.1	sulfite oxidase subunit YedY	59275	Pseudomonas aeruginosa LESB58	218893787	PLES_50771	WP_003100146.1	putative sulfite oxidase subunit YedY				
rbb	57945	Pseudomonas aeruginosa PAO1	15599887	PA4693	NP_253381.1	phosphatidylserine synthase	59275	Pseudomonas aeruginosa LESB58	218893788	PLES_50781	WP_003095061.1	phosphatidylserine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599888	PA4694	NP_253382.1	ketol-acid reductoisomerase	59275	Pseudomonas aeruginosa LESB58	218893789	PLES_50791	WP_003095066.1	ketol-acid reductoisomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599889	PA4695	NP_253383.1	acetolactate synthase 3 regulatory subunit	59275	Pseudomonas aeruginosa LESB58	218893790	PLES_50801	WP_003095069.1	acetolactate synthase 3 regulatory subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599890	PA4696	NP_253384.1	acetolactate synthase 3 catalytic subunit	59275	Pseudomonas aeruginosa LESB58	218893791	PLES_50811	WP_003095071.1	acetolactate synthase 3 catalytic subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599891	PA4697	NP_253385.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893792	PLES_50821	WP_003095076.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599892	PA4698	NP_253386.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893793	PLES_50831	WP_003123490.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599893	PA4699	NP_253387.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893794	PLES_50841	WP_012614562.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599894	PA4700	NP_253388.1	penicillin-binding protein 1B	59275	Pseudomonas aeruginosa LESB58	218893795	PLES_50851	WP_031628353.1	penicillin-binding protein 1B				
rbb	57945	Pseudomonas aeruginosa PAO1	15599895	PA4701	NP_253389.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893796	PLES_50861	WP_003095088.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599896	PA4702	NP_253390.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893797	PLES_50871	WP_003095090.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599897	PA4703	NP_253391.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893798	PLES_50881	WP_003095094.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599898	PA4704	NP_253392.1	cAMP-binding protein A	59275	Pseudomonas aeruginosa LESB58	218893799	PLES_50891	WP_003095096.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599899	PA4705	NP_253393.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893800	PLES_50901	WP_010793747.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599900	PA4706	NP_253394.1	hemin importer ATP-binding subunit	59275	Pseudomonas aeruginosa LESB58	218893801	PLES_50911	WP_003095098.1	hemin importer ATP-binding subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599901	PA4707	NP_253395.1	ABC transporter permease	59275	Pseudomonas aeruginosa LESB58	218893802	PLES_50921	WP_003111168.1	putative permease of ABC transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15599902	PA4708	NP_253396.1	Heme-transporter, PhuT	59275	Pseudomonas aeruginosa LESB58	218893803	PLES_50931	WP_012614563.1	Heme-transport protein, PhuT				
rbb	57945	Pseudomonas aeruginosa PAO1	15599903	PA4709	NP_253397.1	hemin degrading factor	59275	Pseudomonas aeruginosa LESB58	218893804	PLES_50941	WP_012614564.1	putative hemin degrading factor				
rbb	57945	Pseudomonas aeruginosa PAO1	15599904	PA4710	NP_253398.1	heme/hemoglobin uptake outer membrane receptor PhuR precursor	59275	Pseudomonas aeruginosa LESB58	218893805	PLES_50951	WP_003095102.1	Haem/Haemoglobin uptake outer membrane receptor PhuR precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15599905	PA4711	NP_253399.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893806	PLES_50961	WP_003095103.1	putative iron-sulfur cluster-binding protein, Rieske family				
rbb	57945	Pseudomonas aeruginosa PAO1	15599906	PA4712	NP_253400.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893807	PLES_50971	WP_012614565.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599907	PA4713	NP_253401.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893808	PLES_50981	WP_004352646.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599908	PA4714	NP_253402.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893809	PLES_50991	WP_003095106.1	putative metal-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599909	PA4715	NP_253403.1	aminotransferase	59275	Pseudomonas aeruginosa LESB58	218893810	PLES_51001	WP_012614566.1	aminotransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599910	PA4716	NP_253404.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893811	PLES_51011	WP_012614567.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599911	PA4717	NP_253405.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893812	PLES_51021	WP_012614568.1	putative zinc metallopeptidase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599912	PA4718	NP_253406.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893813	PLES_51031	WP_012614569.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599913	PA4719	NP_253407.1	transporter	59275	Pseudomonas aeruginosa LESB58	218893814	PLES_51041	WP_012614570.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15599914	PA4720	NP_253408.1	tRNA (uracil-5-)-methyltransferase	59275	Pseudomonas aeruginosa LESB58	218893815	PLES_51051	WP_003116071.1	tRNA (uracil-5-)-methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599915	PA4721	NP_253409.1	sugar fermentation stimulation protein A	59275	Pseudomonas aeruginosa LESB58	218893816	PLES_51061	WP_003100180.1	sugar fermentation stimulation protein A				
rbb	57945	Pseudomonas aeruginosa PAO1	15599916	PA4722	NP_253410.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893817	PLES_51071	WP_003095120.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599917	PA4723	NP_253411.1	suppressor protein DksA	59275	Pseudomonas aeruginosa LESB58	218893818	PLES_51081	WP_003095122.1	suppressor protein DksA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599918	PA4724	NP_253412.1	glutamyl-Q tRNA(Asp) synthetase	59275	Pseudomonas aeruginosa LESB58	218893819	PLES_51091	WP_003146131.1	glutamyl-Q tRNA(Asp) synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599919	PA4725	NP_253413.1	two-component sensor CbrA	59275	Pseudomonas aeruginosa LESB58	218893820	PLES_51101	WP_003095132.1	two-component sensor CbrA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599920	PA4726	NP_253414.1	two-component response regulator CbrB	59275	Pseudomonas aeruginosa LESB58	218893821	PLES_51111	WP_003095138.1	two-component response regulator CbrB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599921	PA4727	NP_253415.1	poly(A) polymerase	59275	Pseudomonas aeruginosa LESB58	218893822	PLES_51121	WP_003095142.1	poly(A) polymerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599922	PA4728	NP_253416.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	59275	Pseudomonas aeruginosa LESB58	218893823	PLES_51131	WP_003095144.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599923	PA4729	NP_253417.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	59275	Pseudomonas aeruginosa LESB58	218893824	PLES_51141	WP_003146133.1	3-methyl-2-oxobutanoate hydroxymethyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599924	PA4730	NP_253418.1	pantoate--beta-alanine ligase	59275	Pseudomonas aeruginosa LESB58	218893825	PLES_51151	WP_012614571.1	pantoate--beta-alanine ligase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599925	PA4731	NP_253419.1	aspartate alpha-decarboxylase	59275	Pseudomonas aeruginosa LESB58	218893826	PLES_51161	WP_003095150.1	aspartate alpha-decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599926	PA4732	NP_253420.1	glucose-6-phosphate isomerase	59275	Pseudomonas aeruginosa LESB58	218893827	PLES_51171	WP_003100194.1	glucose-6-phosphate isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599927	PA4733	NP_253421.1	acetyl-CoA synthetase	59275	Pseudomonas aeruginosa LESB58	218893828	PLES_51181	WP_003161366.1	acetyl-CoA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599928	PA4734	NP_253422.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893829	PLES_51191	WP_003161365.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599929	PA4735	NP_253423.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893830	PLES_51201	WP_012614572.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599930	PA4736	NP_253424.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893831	PLES_51211	WP_028234133.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599931	PA4737	NP_253425.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893832	PLES_51221	WP_003100526.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599932	PA4738	NP_253426.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893833	PLES_51231	WP_003095174.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599933	PA4739	NP_253427.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893834	PLES_51241	WP_003095177.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599934	PA4740	NP_253428.1	polynucleotide phosphorylase/polyadenylase	59275	Pseudomonas aeruginosa LESB58	218893835	PLES_51251	WP_003095181.1	polynucleotide phosphorylase/polyadenylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599935	PA4741	NP_253429.1	30S ribosomal protein S15	59275	Pseudomonas aeruginosa LESB58	218893836	PLES_51261	WP_003095184.1	30S ribosomal protein S15				
rbb	57945	Pseudomonas aeruginosa PAO1	15599936	PA4742	NP_253430.1	tRNA pseudouridine synthase B	59275	Pseudomonas aeruginosa LESB58	218893837	PLES_51271	WP_003100522.1	tRNA pseudouridine synthase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15599937	PA4743	NP_253431.1	ribosome-binding factor A	59275	Pseudomonas aeruginosa LESB58	218893838	PLES_51281	WP_003100519.1	ribosome-binding factor A				
rbb	57945	Pseudomonas aeruginosa PAO1	15599938	PA4744	NP_253432.1	translation initiation factor IF-2	59275	Pseudomonas aeruginosa LESB58	218893839	PLES_51291	WP_003095190.1	translation initiation factor IF-2				
rbb	57945	Pseudomonas aeruginosa PAO1	15599939	PA4745	NP_253433.1	transcription elongation factor NusA	59275	Pseudomonas aeruginosa LESB58	218893840	PLES_51301	WP_003095192.1	transcription elongation factor NusA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599940	PA4746	NP_253434.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893841	PLES_51311	WP_003095193.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599941	PA4747	NP_253435.1	preprotein translocase subunit SecG	59275	Pseudomonas aeruginosa LESB58	218893842	PLES_51321	WP_003095194.1	preprotein translocase subunit SecG				
rbb	57945	Pseudomonas aeruginosa PAO1	15599942	PA4748	NP_253436.1	triosephosphate isomerase	59275	Pseudomonas aeruginosa LESB58	218893843	PLES_51331	WP_003100513.1	triosephosphate isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599943	PA4749	NP_253437.1	phosphoglucosamine mutase	59275	Pseudomonas aeruginosa LESB58	218893844	PLES_51341	WP_003116076.1	phosphoglucosamine mutase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599944	PA4750	NP_253438.1	dihydropteroate synthase	59275	Pseudomonas aeruginosa LESB58	218893845	PLES_51351	WP_003121077.1	dihydropteroate synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599945	PA4751	NP_253439.1	cell division protein FtsH	59275	Pseudomonas aeruginosa LESB58	218893846	PLES_51361	WP_003148219.1	cell division protein FtsH				
rbb	57945	Pseudomonas aeruginosa PAO1	15599946	PA4752	NP_253440.1	cell division protein FtsJ	59275	Pseudomonas aeruginosa LESB58	218893847	PLES_51371	WP_003095202.1	cell division protein FtsJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15599947	PA4753	NP_253441.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893848	PLES_51381	WP_003095204.1	putative RNA-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599948	PA4754	NP_253442.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893849	PLES_51391	WP_003100510.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599949	PA4755	NP_253443.1	transcription elongation factor GreA	59275	Pseudomonas aeruginosa LESB58	218893850	PLES_51401	WP_003095206.1	transcription elongation factor GreA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599950	PA4756	NP_253444.1	carbamoyl phosphate synthase large subunit	59275	Pseudomonas aeruginosa LESB58	218893851	PLES_51411	WP_012614573.1	carbamoyl phosphate synthase large subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599951	PA4757	NP_253445.1	leucine export protein LeuE	59275	Pseudomonas aeruginosa LESB58	218893852	PLES_51421	WP_003095208.1	leucine export protein LeuE				
rbb	57945	Pseudomonas aeruginosa PAO1	15599952	PA4758	NP_253446.1	carbamoyl phosphate synthase small subunit	59275	Pseudomonas aeruginosa LESB58	218893853	PLES_51431	WP_003095209.1	carbamoyl phosphate synthase small subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599953	PA4759	NP_253447.1	dihydrodipicolinate reductase	59275	Pseudomonas aeruginosa LESB58	218893854	PLES_51441	WP_003095210.1	dihydrodipicolinate reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599954	PA4760	NP_253448.1	chaperone protein DnaJ	59275	Pseudomonas aeruginosa LESB58	218893855	PLES_51451	WP_003095211.1	chaperone protein DnaJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15599955	PA4761	NP_253449.1	molecular chaperone DnaK	59275	Pseudomonas aeruginosa LESB58	218893856	PLES_51461	WP_012614574.1	molecular chaperone DnaK				
rbb	57945	Pseudomonas aeruginosa PAO1	15599956	PA4762	NP_253450.1	heat shock protein GrpE	59275	Pseudomonas aeruginosa LESB58	218893857	PLES_51471	WP_012614575.1	heat shock protein GrpE				
rbb	57945	Pseudomonas aeruginosa PAO1	15599957	PA4763	NP_253451.1	DNA repair protein RecN	59275	Pseudomonas aeruginosa LESB58	218893858	PLES_51481	WP_003100507.1	DNA repair protein RecN				
rbb	57945	Pseudomonas aeruginosa PAO1	15599958	PA4764	NP_253452.1	ferric uptake regulation protein	59275	Pseudomonas aeruginosa LESB58	218893859	PLES_51491	WP_003095216.1	ferric uptake regulation protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599959	PA4765	NP_253453.1	Outer membrane lipoprotein OmlA precursor	59275	Pseudomonas aeruginosa LESB58	218893860	PLES_51501	WP_003109323.1	Outer membrane lipoprotein OmlA precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15599960	PA4766	NP_253454.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893861	PLES_51511	WP_003095218.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599961	PA4767	NP_253455.1	hypothetical protein	59275	Pseudomonas aeruginosa LESB58	218893862	PLES_51521	WP_003100497.1	putative lipid transport protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599962	PA4768	NP_253456.1	SsrA-binding protein	59275	Pseudomonas aeruginosa LESB58	218893863	PLES_51531	WP_003100496.1	SsrA-binding protein				
